user_id,interaction_timestamp,interaction_revenue,product_id
39309124,2021-08-01 02:00:00,0.0,20075
13243611,2021-08-01 04:00:00,0.1,29046
32143353,2021-08-01 04:00:00,0.0,12475
8744795,2021-08-01 05:00:00,0.0,22499
9571056,2021-08-01 06:00:00,10.0,23072
2610035,2021-08-01 06:00:00,0.1,6915
13969091,2021-08-01 07:00:00,0.0,28812
16350565,2021-08-01 07:00:00,0.1,7147
33639822,2021-08-01 07:00:00,0.0,18099
39162040,2021-08-01 07:00:00,0.0,15166
3681266,2021-08-01 07:00:00,0.0,30433
20309228,2021-08-01 07:00:00,5.0,29656
23268394,2021-08-01 08:00:00,0.0,27679
7381081,2021-08-01 08:00:00,0.0,18012
15704280,2021-08-01 08:00:00,0.1,20761
5031169,2021-08-01 08:00:00,10.0,24141
26175313,2021-08-01 09:00:00,0.0,29480
4653356,2021-08-01 09:00:00,0.0,20885
20303263,2021-08-01 09:00:00,0.0,10739
19761667,2021-08-01 09:00:00,500.0,21364
34083544,2021-08-01 10:00:00,0.0,12397
6687736,2021-08-01 10:00:00,100.0,30986
27740932,2021-08-01 10:00:00,0.0,25746
8052619,2021-08-01 10:00:00,5.0,17183
6937317,2021-08-01 10:00:00,0.0,21680
29624508,2021-08-01 10:00:00,0.0,30560
28435110,2021-08-01 10:00:00,0.0,20524
9571056,2021-08-01 10:00:00,0.0,10749
17879975,2021-08-01 10:00:00,0.1,7525
19352798,2021-08-01 11:00:00,0.1,18771
11509476,2021-08-01 11:00:00,0.0,4579
8534682,2021-08-01 11:00:00,0.0,5803
6600309,2021-08-01 11:00:00,0.0,23628
14821786,2021-08-01 11:00:00,0.1,18167
35285904,2021-08-01 11:00:00,0.0,20274
24177861,2021-08-01 11:00:00,0.0,27397
9971027,2021-08-01 11:00:00,5.0,27513
2033438,2021-08-01 11:00:00,0.1,10359
14200327,2021-08-01 11:00:00,100.0,14806
9571056,2021-08-01 11:00:00,0.0,14555
13136726,2021-08-01 12:00:00,50.0,11056
6340474,2021-08-01 12:00:00,0.0,20200
38469328,2021-08-01 12:00:00,0.0,7395
15157927,2021-08-01 12:00:00,0.0,18012
18086606,2021-08-01 12:00:00,0.0,13507
17661532,2021-08-01 12:00:00,0.0,12599
35285904,2021-08-01 12:00:00,0.1,10084
36570983,2021-08-01 12:00:00,0.0,26715
8109881,2021-08-01 12:00:00,10.0,10897
28929015,2021-08-01 12:00:00,10.0,24801
38920855,2021-08-01 12:00:00,0.0,20120
36691925,2021-08-01 12:00:00,1000.0,29379
2667978,2021-08-01 12:00:00,0.0,30557
20339409,2021-08-01 12:00:00,0.0,18995
29098238,2021-08-01 13:00:00,0.1,3226
6554494,2021-08-01 13:00:00,10.0,4949
27391830,2021-08-01 13:00:00,0.0,29364
3471998,2021-08-01 13:00:00,0.1,17715
39815257,2021-08-01 13:00:00,0.0,20075
23969800,2021-08-01 13:00:00,0.0,30892
36935075,2021-08-01 13:00:00,10.0,22859
20411950,2021-08-01 13:00:00,0.0,10174
34015711,2021-08-01 13:00:00,0.0,11956
12755143,2021-08-01 13:00:00,0.0,28859
27502713,2021-08-01 14:00:00,0.0,16127
14504920,2021-08-01 14:00:00,0.0,30233
11235483,2021-08-01 14:00:00,0.0,23111
26652434,2021-08-01 14:00:00,10.0,2986
37846484,2021-08-01 14:00:00,0.0,23286
38419690,2021-08-01 14:00:00,0.0,14062
9736468,2021-08-01 14:00:00,0.0,24834
12206745,2021-08-01 14:00:00,0.0,20867
22452665,2021-08-01 14:00:00,1.0,21291
34223697,2021-08-01 14:00:00,0.0,28812
37674242,2021-08-01 14:00:00,0.0,4029
18148375,2021-08-01 14:00:00,4050.0,8817
30087508,2021-08-01 14:00:00,5.0,9469
33124543,2021-08-01 14:00:00,0.1,24736
22554177,2021-08-01 14:00:00,0.1,17313
36993272,2021-08-01 14:00:00,0.1,10174
7545121,2021-08-01 14:00:00,1000.0,27818
29431088,2021-08-01 15:00:00,0.0,10491
9571056,2021-08-01 15:00:00,0.0,25735
23709818,2021-08-01 15:00:00,0.0,27982
35832426,2021-08-01 15:00:00,0.0,20274
3748988,2021-08-01 15:00:00,0.0,11318
12979192,2021-08-01 15:00:00,0.0,16000
16018453,2021-08-01 15:00:00,0.0,23970
10256781,2021-08-01 15:00:00,0.0,5746
14237972,2021-08-01 15:00:00,5.0,22272
39370098,2021-08-01 15:00:00,0.0,10841
33916435,2021-08-01 15:00:00,0.0,6321
30726034,2021-08-01 15:00:00,5.0,19834
19519833,2021-08-01 15:00:00,0.0,16444
3482114,2021-08-01 15:00:00,100.0,20476
14153214,2021-08-01 15:00:00,10.0,30691
37671004,2021-08-01 15:00:00,0.0,24295
7744178,2021-08-01 16:00:00,0.0,17896
8149977,2021-08-01 16:00:00,1.0,16196
31799851,2021-08-01 16:00:00,0.0,27321
4653356,2021-08-01 16:00:00,1.0,6894
12755143,2021-08-01 16:00:00,0.0,14596
2474276,2021-08-01 16:00:00,0.1,8932
24880306,2021-08-01 16:00:00,5.0,23995
8109881,2021-08-01 16:00:00,0.0,9552
30234947,2021-08-01 16:00:00,50.0,13615
8148396,2021-08-01 16:00:00,0.0,4638
15457954,2021-08-01 17:00:00,50.0,30031
31716619,2021-08-01 17:00:00,0.0,29046
6045104,2021-08-01 17:00:00,0.0,16694
11906081,2021-08-01 17:00:00,0.0,18591
32278017,2021-08-01 17:00:00,1.0,10481
11906081,2021-08-01 17:00:00,0.0,28460
18086606,2021-08-01 17:00:00,0.0,31798
22554177,2021-08-01 17:00:00,0.0,12708
22637731,2021-08-01 18:00:00,0.1,24533
25266666,2021-08-01 18:00:00,0.0,22622
15457954,2021-08-01 18:00:00,0.0,14586
2635220,2021-08-01 18:00:00,0.0,23111
5663974,2021-08-01 18:00:00,0.0,21972
10953909,2021-08-01 18:00:00,0.0,10029
26619024,2021-08-01 18:00:00,500.0,21959
23354309,2021-08-01 18:00:00,0.0,9716
27252315,2021-08-01 19:00:00,0.0,17254
32278017,2021-08-01 19:00:00,0.0,19769
39205501,2021-08-01 20:00:00,0.0,14497
3028606,2021-08-01 20:00:00,4050.0,19027
34577133,2021-08-01 20:00:00,0.0,24452
10610837,2021-08-01 20:00:00,50.0,14008
11338755,2021-08-01 21:00:00,0.1,23992
13839453,2021-08-01 21:00:00,0.0,16694
23580962,2021-08-01 22:00:00,0.0,16247
14794240,2021-08-01 22:00:00,0.0,14467
25976984,2021-08-01 23:00:00,0.1,24038
26380843,2021-08-01 23:00:00,0.0,23739
5633240,2021-08-02 00:00:00,0.1,4377
26502105,2021-08-02 03:00:00,5.0,29045
28867599,2021-08-02 03:00:00,0.1,11018
8534394,2021-08-02 05:00:00,0.0,25098
31256788,2021-08-02 05:00:00,50.0,21693
27918108,2021-08-02 05:00:00,500.0,13583
8148396,2021-08-02 06:00:00,0.1,26564
29092822,2021-08-02 06:00:00,5.0,24010
12628124,2021-08-02 07:00:00,0.0,28287
10517097,2021-08-02 07:00:00,1.0,26306
19349855,2021-08-02 07:00:00,0.0,20031
9108185,2021-08-02 07:00:00,0.0,22209
10883384,2021-08-02 08:00:00,0.0,3567
30373342,2021-08-02 09:00:00,0.0,4956
4702619,2021-08-02 09:00:00,0.0,16254
34906276,2021-08-02 09:00:00,0.1,10660
11666454,2021-08-02 09:00:00,5.0,4787
16538024,2021-08-02 10:00:00,0.1,4685
6875264,2021-08-02 10:00:00,0.0,30096
30373331,2021-08-02 10:00:00,0.1,13636
1121989,2021-08-02 10:00:00,0.0,23404
37363125,2021-08-02 10:00:00,100.0,16254
39640502,2021-08-02 10:00:00,0.0,27221
10905934,2021-08-02 10:00:00,0.0,14505
15397004,2021-08-02 11:00:00,0.0,2236
25617171,2021-08-02 11:00:00,0.0,8528
36570983,2021-08-02 11:00:00,0.0,18697
30152339,2021-08-02 11:00:00,0.0,26602
15148982,2021-08-02 11:00:00,0.0,20761
36462085,2021-08-02 11:00:00,0.0,12510
28280130,2021-08-02 11:00:00,0.0,17715
34469512,2021-08-02 11:00:00,5.0,28768
28243811,2021-08-02 11:00:00,0.0,7228
34015711,2021-08-02 11:00:00,0.0,16034
15046245,2021-08-02 11:00:00,0.0,12617
9228214,2021-08-02 11:00:00,100.0,27510
37092128,2021-08-02 11:00:00,0.0,17089
8233187,2021-08-02 11:00:00,0.1,23478
13136726,2021-08-02 11:00:00,4050.0,20075
16018453,2021-08-02 11:00:00,0.1,17811
25918755,2021-08-02 11:00:00,1000.0,30794
9736468,2021-08-02 11:00:00,100.0,21001
3239205,2021-08-02 12:00:00,5.0,7250
4616092,2021-08-02 12:00:00,10.0,3205
12029508,2021-08-02 12:00:00,0.1,25475
26938863,2021-08-02 12:00:00,0.0,14352
13451918,2021-08-02 12:00:00,0.0,2832
12262028,2021-08-02 12:00:00,0.0,26349
9746723,2021-08-02 12:00:00,0.0,24520
20169875,2021-08-02 12:00:00,0.1,26216
10230570,2021-08-02 12:00:00,50.0,31108
21196708,2021-08-02 12:00:00,0.1,7784
30622186,2021-08-02 12:00:00,0.0,25746
35105245,2021-08-02 12:00:00,0.0,17384
28644956,2021-08-02 12:00:00,1.0,6227
27144390,2021-08-02 12:00:00,0.0,22499
34976290,2021-08-02 12:00:00,0.0,7609
32344686,2021-08-02 12:00:00,0.0,27513
33954003,2021-08-02 12:00:00,0.0,8817
15046245,2021-08-02 12:00:00,0.0,13836
28699476,2021-08-02 12:00:00,0.0,20275
17437762,2021-08-02 12:00:00,0.0,24736
36506873,2021-08-02 13:00:00,0.0,23552
34446935,2021-08-02 13:00:00,0.0,29045
4916080,2021-08-02 13:00:00,0.0,28689
10256781,2021-08-02 13:00:00,0.0,18824
13563024,2021-08-02 13:00:00,0.0,30986
11906081,2021-08-02 13:00:00,0.0,14420
34976290,2021-08-02 13:00:00,0.0,13829
6921669,2021-08-02 13:00:00,1.0,19818
24149149,2021-08-02 13:00:00,0.0,21693
31845479,2021-08-02 13:00:00,0.0,13583
29021207,2021-08-02 13:00:00,5.0,25832
27963422,2021-08-02 13:00:00,0.0,15968
5676974,2021-08-02 13:00:00,1.0,14497
12802644,2021-08-02 13:00:00,0.0,28862
19389588,2021-08-02 14:00:00,0.0,13829
12988371,2021-08-02 14:00:00,0.0,8893
4653356,2021-08-02 14:00:00,0.0,8916
27749890,2021-08-02 14:00:00,0.0,20120
36675751,2021-08-02 14:00:00,5.0,10150
13523741,2021-08-02 14:00:00,0.0,4446
8819948,2021-08-02 14:00:00,0.0,6227
17077725,2021-08-02 14:00:00,500.0,20843
5620458,2021-08-02 14:00:00,0.0,22502
11656204,2021-08-02 14:00:00,0.0,18014
5416277,2021-08-02 15:00:00,1.0,6915
8233187,2021-08-02 15:00:00,0.0,6480
32278017,2021-08-02 15:00:00,0.1,30907
7555899,2021-08-02 15:00:00,0.0,26572
